ticket_id,user_id,created_date,priority,category,first_response_hours,resolution_hours
16660,44780,2023-07-12,Medium,Bug,3.6,4.7
16661,10691,2025-09-23,Low,How To,11.1,13.0
16662,30481,2025-04-18,High,How To,5.7,12.7
16663,17550,2024-03-15,High,Billing,6.0,23.9
16664,42233,2024-08-07,Medium,How To,3.4,16.3
16665,28183,2022-08-29,Low,Integrations,4.5,30.6
16666,13144,2023-04-29,Medium,Billing,13.9,23.6
16667,6226,2022-03-04,Medium,Bug,12.4,31.0
16668,19448,2023-05-17,Low,Integrations,14.9,18.1
16669,30229,2025-06-20,Medium,Integrations,6.7,19.3
16670,9867,2024-02-14,Low,Integrations,5.7,37.7
16671,12662,2025-07-04,Low,Integrations,4.0,18.0
16672,17026,2025-05-19,Low,How To,6.9,19.3
16673,39031,2024-02-18,Low,Performance,3.1,19.7
16674,31211,2022-06-05,Urgent,Performance,1.7,14.3
16675,38762,2023-01-29,Medium,Bug,11.0,10.0
16676,47383,2024-07-17,Low,Integrations,1.0,27.8
16677,3294,2023-05-16,Low,Bug,2.0,21.9
16678,1349,2023-06-14,Low,Billing,20.0,58.1
16679,22536,2023-08-11,Low,Integrations,3.5,20.3
16680,23965,2025-09-02,Medium,Integrations,7.7,35.0
16681,12297,2022-07-29,Medium,Bug,7.5,25.3
16682,16082,2024-01-07,Low,Integrations,3.6,17.7
16683,4524,2025-12-26,Medium,Billing,7.6,10.0
16684,25433,2025-03-08,Low,Integrations,4.7,17.5
16685,6088,2024-01-01,Low,Integrations,0.9,11.6
16686,5676,2025-05-31,Medium,Billing,1.4,16.1
16687,20555,2023-04-11,Medium,Bug,6.2,8.7
16688,8951,2024-11-11,Medium,Bug,5.3,18.8
16689,9814,2022-08-29,Low,Billing,15.5,19.7
16690,3505,2023-04-03,Low,Bug,7.5,13.0
16691,32437,2022-03-10,Medium,Integrations,8.4,12.7
16692,31889,2025-12-05,Medium,Billing,9.2,12.8
16693,37882,2023-01-26,Medium,Integrations,1.7,29.3
16694,13503,2024-09-07,Medium,Billing,2.9,38.9
16695,21611,2022-01-21,Medium,How To,5.5,11.1
16696,16265,2022-06-24,Medium,Bug,4.9,6.1
16697,48349,2022-10-14,Low,Integrations,2.8,31.0
16698,11119,2022-05-10,Medium,Performance,4.2,15.1
16699,15120,2022-09-27,Low,Integrations,17.3,12.5
16700,11279,2023-05-28,Medium,Performance,5.5,41.6
16701,29957,2022-10-02,Medium,How To,2.2,16.1
16702,22390,2024-09-04,High,Performance,4.3,10.0
16703,49672,2023-10-20,Low,Integrations,8.3,31.1
16704,6404,2023-09-28,Low,Bug,1.2,14.3
16705,41949,2024-04-28,Medium,Integrations,2.1,25.8
16706,30823,2023-04-25,Medium,Billing,6.9,44.0
16707,43505,2022-01-27,Medium,Bug,3.6,50.8
16708,28413,2025-07-03,Medium,Performance,2.7,15.0
16709,8742,2022-01-27,Medium,How To,1.5,5.8
16710,18234,2022-04-22,Low,Integrations,13.1,17.7
16711,433,2025-11-23,Medium,Bug,1.4,27.2
16712,18496,2025-01-10,High,Bug,3.3,16.7
16713,29950,2022-09-21,Low,Bug,4.8,11.1
16714,27153,2023-11-17,Low,How To,1.3,18.2
16715,7914,2023-08-07,High,Bug,5.3,32.3
16716,34878,2023-06-21,Low,Integrations,4.8,17.6
16717,5944,2023-01-23,High,Performance,6.0,35.9
16718,46466,2022-12-08,Medium,Integrations,3.2,28.7
16719,36804,2022-06-09,Medium,Integrations,0.6,33.6
16720,39929,2022-11-09,Low,Billing,18.3,31.3
16721,13187,2022-08-26,Low,Integrations,11.9,36.0
16722,39623,2024-01-08,Low,Integrations,8.6,30.3
16723,2828,2024-08-22,Medium,Performance,3.2,39.2
16724,37414,2022-03-17,Low,Bug,7.7,14.8
16725,40694,2022-07-09,Medium,How To,2.1,7.5
16726,35201,2022-01-27,Medium,How To,6.9,9.1
16727,9903,2024-02-28,Medium,Billing,6.2,28.7
16728,40164,2022-03-31,High,Performance,6.8,47.0
16729,19261,2024-08-26,Medium,Bug,13.9,42.5
16730,22235,2022-04-30,Urgent,Bug,0.6,10.6
16731,7695,2025-04-15,Medium,Bug,5.7,1.4
16732,47730,2022-04-07,Medium,Bug,3.1,35.4
16733,17827,2023-10-15,High,Integrations,8.6,9.0
16734,1877,2024-07-04,Low,Bug,4.8,28.7
16735,39141,2023-07-28,Low,How To,3.5,27.4
16736,30533,2025-01-19,Medium,Bug,6.8,27.8
16737,25827,2023-09-14,Medium,Bug,3.7,29.8
16738,45249,2023-04-06,Urgent,How To,3.1,15.4
16739,28336,2022-12-30,Low,How To,6.2,15.4
16740,23926,2022-05-30,High,Bug,13.5,31.9
16741,20731,2025-06-09,Medium,How To,2.5,19.0
16742,44931,2024-02-11,Medium,Bug,2.6,45.0
16743,23182,2023-08-19,Low,Bug,1.6,17.2
16744,2026,2025-05-14,High,Performance,9.2,16.0
16745,7180,2022-03-26,Medium,Billing,6.1,75.4
16746,34593,2023-03-31,Low,How To,1.2,32.1
16747,11410,2024-06-12,Low,Billing,2.0,29.0
16748,7593,2025-03-15,Medium,Integrations,5.3,30.5
16749,38369,2025-12-14,High,How To,4.1,19.3
16750,39651,2025-10-17,Urgent,Bug,4.4,6.4
16751,42151,2024-12-15,Low,Bug,6.1,55.5
16752,30809,2023-02-01,Low,Bug,2.2,6.4
16753,34002,2023-04-08,Medium,Integrations,2.0,16.2
16754,25170,2025-11-01,Medium,How To,5.0,33.9
16755,23381,2022-04-26,Medium,Integrations,3.6,14.3
16756,33656,2023-09-27,Medium,Performance,7.9,25.6
16757,6324,2022-01-14,Low,Bug,1.0,54.6
16758,8484,2023-07-25,Low,How To,9.0,9.6
16759,1521,2023-04-15,Medium,How To,11.7,50.9
16760,46155,2024-06-11,Medium,Performance,1.3,22.4
16761,13886,2025-10-23,Medium,Billing,6.5,10.3
16762,37522,2024-08-05,Low,Integrations,5.6,8.9
16763,31834,2024-11-18,Low,Billing,12.3,11.4
16764,24583,2025-09-10,Medium,Bug,3.5,30.5
16765,45150,2023-01-25,High,Billing,6.1,27.8
16766,30804,2022-10-10,Medium,Integrations,4.1,11.4
16767,5937,2024-09-07,Low,Integrations,6.2,25.9
16768,14635,2024-11-17,Medium,Integrations,2.2,24.4
16769,17252,2024-12-11,Medium,How To,2.4,24.6
16770,22332,2025-04-27,Low,Bug,7.4,7.7
16771,3832,2025-08-18,Low,Integrations,2.5,41.8
16772,25011,2023-11-23,Medium,Performance,4.7,33.6
16773,509,2024-04-23,High,How To,4.2,7.0
16774,7293,2024-07-21,High,Integrations,2.4,25.9
16775,8344,2022-08-18,Medium,Integrations,3.8,20.1
16776,47031,2024-01-19,Low,Billing,2.3,13.9
16777,12210,2024-12-31,Medium,Bug,14.2,20.7
16778,37373,2024-02-06,Medium,How To,17.3,7.4
16779,17630,2023-12-27,Low,Bug,1.5,3.6
16780,30675,2022-01-25,Low,Performance,1.0,11.4
16781,20467,2025-09-27,Low,Billing,6.3,22.1
16782,28119,2025-08-12,Low,Billing,9.8,20.5
16783,25579,2025-03-13,High,Billing,7.0,35.5
16784,15319,2025-01-10,High,Billing,7.6,44.5
16785,576,2022-07-06,Medium,Performance,2.8,19.7
16786,36540,2022-02-21,High,Billing,11.6,20.5
16787,36668,2022-04-02,High,Integrations,7.9,15.1
16788,41453,2025-08-15,Low,Integrations,7.5,15.6
16789,35025,2025-08-17,Medium,Bug,6.1,14.7
16790,17207,2023-02-13,Low,Integrations,15.8,14.4
16791,7972,2022-06-28,Medium,How To,5.0,16.2
16792,12585,2025-09-27,Low,Integrations,5.0,44.2
16793,21822,2023-09-13,Medium,Performance,2.7,45.2
16794,48635,2022-02-25,Medium,Performance,3.9,29.3
16795,38185,2023-03-01,Low,Bug,1.8,9.4
16796,7387,2022-09-17,Low,Integrations,7.6,13.2
16797,47537,2023-01-27,High,Integrations,8.5,16.1
16798,28854,2023-12-05,Low,Billing,6.2,58.6
16799,40114,2024-02-04,Medium,Performance,6.7,43.5
16800,43194,2022-10-15,High,Bug,0.5,5.7
16801,26385,2022-07-29,Medium,Bug,5.3,20.4
16802,47771,2022-09-22,Low,Integrations,6.8,50.0
16803,37485,2022-08-15,Medium,Bug,7.4,37.2
16804,49486,2023-10-08,Urgent,Integrations,5.6,31.0
16805,14957,2024-06-08,Low,Bug,4.0,26.5
16806,20584,2024-08-18,Medium,Performance,2.8,30.6
16807,3528,2023-02-21,Medium,How To,9.2,49.8
16808,9850,2025-01-14,Low,How To,5.3,17.2
16809,34623,2024-01-18,Low,Integrations,10.2,23.8
16810,42382,2022-10-18,Low,Integrations,8.3,15.5
16811,48020,2022-03-30,Medium,Performance,1.0,15.0
16812,42859,2024-10-11,Medium,Performance,1.8,25.1
16813,10438,2024-02-11,Medium,Performance,3.4,13.4
16814,17278,2024-06-18,Low,How To,2.5,18.1
16815,40068,2023-08-17,High,Billing,9.3,25.1
16816,28447,2025-01-05,Low,Billing,4.2,30.9
16817,8829,2023-03-28,Low,Billing,5.9,25.1
16818,37975,2023-01-07,Medium,Performance,1.6,19.7
16819,16486,2023-12-23,Low,Billing,6.9,22.3
16820,29702,2022-01-10,High,Integrations,13.4,14.8
16821,46279,2022-04-18,High,Performance,4.6,10.6
16822,8203,2025-03-12,Medium,Bug,2.7,17.4
16823,28721,2025-03-28,Low,Integrations,1.0,6.6
16824,13060,2024-09-19,High,Billing,0.6,77.4
16825,41409,2022-11-25,Medium,Bug,1.3,22.4
16826,44735,2023-11-27,Medium,Performance,9.2,14.2
16827,30766,2025-03-04,High,How To,5.8,33.6
16828,23038,2022-05-31,Medium,Billing,3.2,30.7
16829,30908,2022-03-09,Low,Billing,11.9,13.5
16830,33988,2025-08-23,High,How To,1.2,14.1
16831,1768,2024-06-14,Urgent,Integrations,1.4,22.8
16832,40425,2022-12-22,Medium,Bug,3.5,47.6
16833,1077,2024-09-21,Low,How To,5.8,34.6
16834,12623,2024-09-18,Medium,Performance,11.5,28.7
16835,37273,2024-05-05,Low,Integrations,3.3,26.2
16836,20863,2023-03-29,Low,Bug,12.9,19.2
16837,30155,2022-06-30,High,Bug,2.5,15.9
16838,4941,2025-01-26,Medium,How To,4.3,14.8
16839,34516,2023-05-22,Medium,Performance,1.8,29.2
16840,9576,2025-08-12,Medium,Bug,2.7,16.0
16841,7398,2023-07-27,Low,Billing,7.9,16.8
16842,10452,2025-09-21,Medium,Performance,1.1,10.4
16843,35455,2024-07-29,Low,Billing,5.0,2.5
16844,36400,2024-01-25,Low,How To,1.4,1.3
16845,20645,2023-07-03,Medium,Bug,1.8,15.5
16846,18267,2023-08-26,Urgent,Performance,5.0,25.3
16847,22546,2024-04-23,Medium,How To,4.8,25.5
16848,37520,2024-05-21,Urgent,Billing,3.7,41.2
16849,32027,2025-01-03,High,Integrations,1.0,21.2
16850,38693,2025-10-31,Medium,How To,2.3,35.2
16851,8034,2025-05-19,High,How To,3.9,43.3
16852,7605,2024-08-26,Medium,How To,11.4,30.7
16853,47705,2024-03-23,Low,How To,2.9,19.7
16854,31537,2025-04-27,Low,How To,3.9,14.1
16855,31150,2023-04-21,Low,Integrations,4.4,35.7
16856,35207,2022-03-14,Medium,Billing,3.9,4.3
16857,44560,2025-09-15,Low,Billing,15.0,19.4
16858,12925,2025-04-10,Low,Bug,10.3,6.9
16859,32476,2025-07-15,Low,Bug,12.8,32.1
16860,5794,2024-10-04,Medium,Bug,6.9,21.0
16861,48844,2025-06-29,High,Performance,6.6,27.1
16862,42390,2024-06-17,Urgent,Billing,1.6,12.6
16863,34189,2022-02-25,Urgent,Integrations,1.7,42.5
16864,45486,2022-12-01,Low,Performance,5.9,37.7
16865,8951,2023-02-20,Medium,Integrations,3.1,10.2
16866,24964,2022-04-17,Low,How To,1.0,26.6
16867,5860,2022-04-05,Medium,Billing,5.7,14.7
16868,31003,2023-08-21,Medium,How To,3.4,14.8
16869,29985,2025-02-04,Medium,Billing,11.5,12.8
16870,39600,2023-06-10,Low,Performance,8.5,26.8
16871,44574,2022-04-20,High,Performance,18.1,11.2
16872,5239,2023-02-22,Low,Performance,4.0,50.6
16873,6586,2022-05-05,High,How To,0.2,81.5
16874,16549,2024-08-16,Medium,Performance,13.1,15.8
16875,33933,2023-09-13,Medium,Bug,6.9,25.7
16876,10793,2024-12-03,Medium,Integrations,5.7,14.1
16877,7160,2025-05-09,Low,How To,14.5,5.2
16878,23745,2024-06-12,Medium,Performance,10.9,17.5
16879,46550,2025-10-14,Low,Integrations,2.8,49.1
16880,7274,2025-05-14,High,How To,14.1,11.6
16881,44835,2025-08-25,Low,How To,0.4,20.1
16882,26385,2024-01-10,Medium,Integrations,5.5,23.8
16883,12402,2022-08-15,Low,Performance,10.9,17.0
16884,7182,2024-07-27,Low,Billing,4.6,12.0
16885,962,2024-08-02,Low,Bug,3.3,1.7
16886,31290,2022-07-28,Medium,Bug,5.5,16.2
16887,23464,2022-01-06,High,Integrations,13.6,5.3
16888,44176,2022-11-30,Medium,Integrations,7.0,1.3
16889,25195,2024-03-13,Low,Performance,1.7,7.8
16890,629,2022-09-09,Low,How To,0.8,25.2
16891,33641,2024-06-04,Low,Performance,4.1,59.9
16892,13100,2023-04-17,Medium,Integrations,6.4,3.0
16893,17633,2023-07-11,Medium,Performance,2.3,42.9
16894,34499,2023-04-27,Medium,Performance,0.2,22.9
16895,6484,2024-07-29,Low,Integrations,15.7,18.5
16896,31152,2024-08-03,Medium,Performance,2.5,25.9
16897,42631,2023-11-20,Medium,How To,0.4,37.2
16898,25872,2023-02-16,Medium,How To,5.1,9.3
16899,27508,2022-11-27,Medium,Bug,3.2,17.0
16900,1890,2023-08-25,Low,Integrations,3.0,9.3
16901,26839,2025-09-13,Low,Integrations,3.3,18.9
16902,6763,2023-11-22,Medium,How To,1.2,25.7
16903,26105,2022-01-13,Low,Performance,0.6,21.4
16904,13306,2022-06-19,Medium,Bug,5.2,22.6
16905,26328,2023-06-06,Low,Billing,13.3,16.6
16906,28558,2024-10-04,Medium,Billing,3.6,40.8
16907,28001,2023-08-23,Medium,Billing,8.8,12.6
16908,3898,2023-12-24,Low,Performance,1.7,27.9
16909,21306,2024-08-11,Low,How To,4.7,10.6
16910,25861,2024-03-01,Medium,Bug,4.0,12.7
16911,43645,2022-12-11,Low,Billing,3.2,9.6
16912,35359,2023-12-08,Medium,Integrations,2.1,8.0
16913,36681,2025-10-11,Low,Bug,8.1,12.8
16914,8095,2024-12-20,Medium,How To,6.3,27.3
16915,28747,2025-04-10,Low,Integrations,5.4,12.2
16916,28102,2023-11-04,Medium,How To,1.4,23.9
16917,36872,2022-06-15,Low,Integrations,3.8,21.1
16918,21994,2022-05-16,Medium,How To,5.7,23.5
16919,46776,2025-06-13,Low,Performance,4.9,25.8
16920,14909,2023-11-22,Medium,Performance,4.5,29.0
16921,13591,2025-01-01,High,Billing,3.7,32.8
16922,25894,2024-08-11,Medium,Performance,1.2,25.0
16923,32405,2025-11-30,High,Bug,2.7,13.2
16924,35981,2022-04-23,Medium,Billing,14.4,49.3
16925,42940,2024-03-06,Medium,Integrations,1.9,18.8
16926,46976,2024-09-27,Medium,Integrations,7.7,39.8
16927,41717,2023-09-04,Low,Performance,7.3,19.1
16928,41337,2023-02-19,Low,Billing,2.0,37.7
16929,44800,2025-07-27,Low,Integrations,1.6,27.8
16930,40889,2024-03-20,Medium,Integrations,6.7,13.4
16931,35826,2024-09-03,Medium,Bug,5.9,18.4
16932,9028,2022-06-14,High,Performance,1.6,19.7
16933,37263,2022-06-23,Low,Integrations,0.6,15.8
16934,45629,2024-09-10,Medium,How To,1.9,24.5
16935,48702,2022-04-05,Medium,Performance,0.3,22.8
16936,31596,2024-12-11,Low,How To,15.7,44.6
16937,18199,2025-11-27,Low,Billing,11.1,25.8
16938,16351,2024-11-12,Medium,Billing,10.3,18.9
16939,2592,2022-03-11,Medium,Performance,12.0,21.7
16940,589,2022-03-18,Medium,Billing,8.3,43.2
16941,9505,2023-02-02,High,Integrations,7.1,52.5
16942,18689,2025-01-25,Low,How To,11.0,26.5
16943,48206,2025-02-19,Low,Billing,2.1,21.0
16944,14826,2025-05-18,Medium,How To,12.5,10.5
16945,19959,2024-09-22,High,How To,5.1,24.9
16946,7574,2022-04-16,Low,Integrations,0.2,34.3
16947,30554,2022-12-06,High,Bug,1.8,30.4
16948,24442,2024-05-16,Urgent,Performance,14.5,22.2
16949,16976,2024-03-21,Low,Bug,19.5,20.0
16950,9573,2024-06-16,Medium,How To,4.5,17.2
16951,33186,2024-01-20,Medium,Performance,10.3,20.4
16952,41232,2023-08-20,Medium,Performance,7.3,23.2
16953,35778,2024-10-08,Medium,Billing,2.0,11.9
16954,3998,2022-07-30,Low,How To,6.1,29.4
16955,2466,2022-05-10,Low,How To,7.1,3.5
16956,48344,2022-03-15,Urgent,Integrations,1.6,15.0
16957,16251,2023-02-17,Medium,How To,1.9,33.9
16958,23171,2022-09-18,Medium,Billing,8.4,14.4
16959,32165,2022-03-02,Medium,Performance,5.5,32.5
16960,4021,2025-11-06,Urgent,Bug,10.2,18.4
16961,31635,2025-06-20,Medium,Billing,7.0,19.3
16962,49778,2025-10-11,High,How To,3.4,22.0
16963,22326,2024-11-07,Low,Integrations,7.6,30.4
16964,40636,2023-03-28,Medium,How To,10.1,21.0
16965,25442,2023-01-03,Medium,Performance,9.0,6.5
16966,29459,2023-11-30,Low,Billing,8.0,36.9
16967,856,2024-03-29,Low,Bug,6.9,12.8
16968,3738,2025-05-17,Medium,Performance,2.9,28.8
16969,29836,2024-10-18,Medium,Bug,8.5,11.7
16970,25539,2025-08-20,Medium,Performance,2.4,8.9
16971,35186,2025-01-28,Medium,Integrations,3.7,18.0
16972,11273,2024-09-10,Medium,Bug,9.9,85.2
16973,32979,2023-05-27,Low,Bug,1.2,31.4
16974,39775,2022-11-23,Low,Bug,3.5,32.6
16975,30196,2023-01-16,High,How To,8.7,26.7
16976,6901,2022-11-05,Low,How To,8.8,50.4
16977,44666,2023-03-23,Medium,Integrations,11.1,25.4
16978,13145,2022-09-07,Urgent,Performance,0.5,9.9
16979,38412,2023-11-04,Low,Integrations,7.8,20.6
16980,15885,2023-05-24,Medium,Billing,10.6,26.9
16981,18471,2023-02-13,Medium,Billing,3.5,34.1
16982,2808,2024-04-14,Medium,Bug,9.6,38.0
16983,162,2022-10-23,Low,Performance,4.0,37.3
16984,49205,2025-06-01,Medium,Billing,10.6,15.5
16985,26313,2025-04-27,Low,Performance,14.1,56.5
16986,13327,2023-10-18,Medium,How To,5.0,19.6
16987,32517,2023-07-09,High,Performance,2.9,14.2
16988,28980,2025-02-15,Medium,Performance,6.5,8.2
16989,7708,2023-09-17,Medium,Bug,1.4,51.7
16990,20048,2022-08-20,Low,Bug,9.7,17.4
16991,20269,2022-03-02,Medium,Performance,6.8,49.8
16992,30273,2024-05-06,Medium,Performance,0.7,50.1
16993,48038,2025-11-05,Medium,Performance,2.6,32.9
16994,5303,2025-11-02,Low,Integrations,8.7,18.2
16995,1985,2024-01-16,Low,Performance,9.1,12.9
16996,24953,2024-06-15,Low,Billing,2.7,44.8
16997,23087,2025-10-10,Low,Bug,1.5,16.2
16998,30293,2023-12-01,High,Performance,6.6,21.3
16999,36226,2022-01-25,Medium,Billing,4.5,15.3
17000,34679,2025-10-07,Medium,Billing,24.0,36.5
17001,41065,2023-11-30,Medium,How To,6.2,13.3
17002,3431,2023-11-03,Medium,Bug,17.0,8.0
17003,1015,2024-03-06,Medium,Billing,2.9,17.9
17004,12481,2025-02-21,Medium,How To,1.7,7.2
17005,16904,2025-12-02,Medium,How To,8.2,13.4
17006,5465,2022-07-11,Low,Bug,6.3,30.2
17007,18340,2025-09-11,Medium,Integrations,6.5,32.8
17008,14158,2024-04-10,Low,Integrations,4.0,20.1
17009,30918,2023-09-11,Medium,Integrations,1.9,44.5
17010,26604,2025-06-11,Low,How To,2.9,10.0
17011,48800,2023-11-24,Low,Billing,6.1,31.1
17012,47772,2023-11-03,High,Performance,1.2,29.5
17013,36979,2024-12-15,High,How To,7.1,19.6
17014,33957,2022-06-05,High,How To,2.3,24.0
17015,39155,2025-06-30,High,Integrations,5.9,25.8
17016,49274,2022-12-03,High,Billing,4.7,12.9
17017,20514,2025-08-01,Low,Performance,3.1,7.5
17018,20532,2023-04-03,Medium,Performance,11.7,5.8
17019,27289,2022-12-26,Medium,Performance,3.9,16.4
17020,43173,2024-04-27,Medium,Bug,4.4,14.8
17021,22848,2022-05-22,Low,Integrations,3.2,18.8
17022,11187,2025-05-29,Medium,How To,3.3,14.8
17023,47024,2022-03-08,Medium,Performance,11.7,15.9
17024,21051,2024-06-12,High,Bug,4.1,11.3
17025,3172,2022-01-09,Medium,How To,6.6,14.6
17026,36473,2024-02-05,Low,Billing,6.3,47.4
17027,19803,2023-06-26,Urgent,Billing,1.0,51.2
17028,35875,2025-01-25,High,How To,11.5,28.8
17029,1462,2023-10-24,Low,Bug,7.5,10.5
17030,5116,2024-06-11,Urgent,Performance,6.4,32.8
17031,45198,2024-07-07,Medium,Integrations,1.4,14.6
17032,2838,2023-11-05,Low,Performance,3.8,53.5
17033,10216,2025-05-24,Low,Integrations,0.8,30.5
17034,28048,2022-11-02,Medium,How To,4.1,13.8
17035,25978,2025-12-01,Low,Billing,2.7,9.0
17036,39096,2023-11-11,Medium,Integrations,17.1,25.8
17037,20909,2025-10-15,Medium,Billing,5.6,9.3
17038,35886,2023-04-06,Medium,Performance,9.5,32.6
17039,4230,2024-12-04,Medium,Performance,5.4,24.7
17040,34100,2024-07-09,Medium,Bug,12.5,25.9
17041,39994,2025-09-27,Low,How To,1.9,41.0
17042,49896,2022-08-06,Medium,Integrations,5.8,21.7
17043,46139,2022-02-13,Medium,Performance,8.4,24.4
17044,17867,2022-08-22,Medium,How To,2.3,35.8
17045,35886,2025-03-05,Medium,How To,7.7,30.2
17046,11123,2022-02-02,High,Performance,6.5,21.1
17047,41484,2023-10-29,Low,Integrations,4.5,1.9
17048,12213,2022-01-09,Low,Bug,1.5,17.1
17049,34103,2022-03-25,Medium,Bug,0.6,42.4
17050,1168,2024-03-27,Medium,Performance,1.4,8.9
17051,45734,2025-09-19,High,Billing,13.5,33.1
17052,9623,2024-01-12,High,Bug,0.6,15.6
17053,38218,2025-11-30,High,Integrations,4.5,35.0
17054,39552,2024-12-11,High,Integrations,0.6,36.7
17055,35303,2022-04-29,Medium,Billing,13.7,48.8
17056,44158,2022-10-26,High,Integrations,7.9,22.2
17057,6844,2024-06-02,Low,Bug,4.0,47.0
17058,41649,2024-11-19,Low,Integrations,7.2,17.0
17059,48457,2024-02-24,Low,Billing,3.0,22.1
17060,5073,2024-09-05,Low,Integrations,5.2,25.2
17061,34632,2023-02-08,Low,Integrations,1.4,24.0
17062,34015,2023-11-02,Medium,Bug,6.7,44.6
17063,22485,2024-12-02,Low,Integrations,8.6,46.4
17064,38233,2023-07-30,High,How To,8.5,46.2
17065,7912,2025-07-03,Medium,How To,2.4,13.1
17066,42720,2022-10-20,Low,Bug,7.0,40.7
17067,9083,2022-08-16,Medium,Performance,1.5,28.3
17068,25378,2024-12-08,Low,Bug,2.8,31.7
17069,39032,2025-06-19,Low,Bug,4.5,31.0
17070,41235,2023-08-01,Low,Performance,10.5,33.1
17071,36059,2022-04-12,Urgent,Billing,9.8,45.9
17072,48772,2025-01-01,High,Integrations,1.8,7.1
17073,26771,2023-09-21,Medium,Integrations,9.4,16.8
17074,49712,2022-10-23,Low,Billing,4.4,14.2
17075,31368,2023-11-01,Low,How To,3.5,15.0
17076,45579,2025-09-29,Low,Billing,0.9,33.6
17077,40835,2022-12-11,Medium,Billing,3.0,13.9
17078,26313,2023-01-04,Medium,How To,0.2,30.4
17079,895,2023-02-20,Low,Performance,0.7,6.3
17080,26976,2025-09-11,Medium,Billing,0.9,27.0
17081,42791,2022-08-07,Low,Bug,13.1,28.1
17082,1836,2025-10-07,High,Performance,8.8,42.3
17083,38549,2022-06-02,Medium,Performance,0.7,58.8
17084,35700,2024-04-20,High,How To,3.2,20.3
17085,27945,2022-09-28,Low,How To,7.7,24.8
17086,46438,2024-06-30,Medium,How To,10.8,29.3
17087,38903,2025-08-07,High,Integrations,5.2,29.4
17088,32697,2024-07-17,Low,Performance,3.9,18.0
17089,1653,2022-11-07,Medium,Integrations,1.9,48.0
17090,44739,2022-07-31,Low,Bug,1.3,16.5
17091,922,2024-11-14,Medium,Performance,9.7,5.2
17092,22159,2023-04-27,Low,Bug,2.5,12.9
17093,24051,2025-03-08,Medium,How To,6.4,27.9
17094,1372,2024-12-29,Medium,How To,8.3,25.4
17095,35043,2023-06-11,Low,Billing,0.2,12.5
17096,48219,2024-12-29,Low,Billing,4.0,29.6
17097,20928,2024-08-14,Medium,How To,7.3,27.3
17098,28027,2024-08-19,Low,Bug,8.1,28.0
17099,34697,2024-09-23,High,Performance,3.6,41.9
17100,8887,2022-01-27,Low,How To,2.9,14.9
17101,23767,2024-06-16,Low,Performance,1.3,18.6
17102,25441,2025-06-21,Low,Bug,4.0,18.6
17103,1937,2025-10-14,Medium,Bug,7.9,8.6
17104,27660,2022-01-09,Low,Bug,6.6,20.1
17105,17751,2025-03-18,Urgent,Integrations,0.7,43.8
17106,12644,2023-07-16,Medium,Billing,4.6,13.7
17107,11025,2024-10-11,Low,Integrations,7.8,19.6
17108,36302,2022-04-01,Medium,Integrations,3.4,39.5
17109,34939,2025-12-18,Low,Integrations,6.5,24.1
17110,49245,2023-05-13,Low,Integrations,1.0,32.9
17111,44148,2023-05-20,Medium,Performance,2.8,20.2
17112,39467,2024-07-01,Low,Bug,1.1,13.0
17113,4303,2022-04-10,High,Performance,3.4,20.6
17114,30222,2023-07-16,Low,Bug,1.4,9.5
17115,4738,2024-03-19,Medium,Integrations,3.5,38.0
17116,21402,2023-09-05,Low,Performance,3.5,48.3
17117,33989,2025-11-23,Low,Billing,0.3,21.3
17118,16370,2022-06-14,Medium,How To,1.5,2.5
17119,18039,2023-06-26,Low,Integrations,6.7,15.4
17120,22508,2025-01-16,Low,How To,8.4,53.4
17121,44519,2025-10-02,Medium,How To,4.6,20.1
17122,42317,2025-06-23,High,Billing,6.3,38.4
17123,11842,2025-06-04,Medium,Performance,15.4,11.3
17124,997,2023-05-09,Medium,Performance,5.2,32.5
17125,12626,2025-03-31,Low,Integrations,3.1,18.0
17126,19763,2023-11-23,Low,Bug,4.0,26.3
17127,45879,2022-12-13,Urgent,Integrations,8.1,11.3
17128,33718,2024-06-10,Urgent,Performance,5.0,26.6
17129,45474,2025-07-20,Medium,Performance,5.8,38.2
17130,40650,2024-01-20,Medium,How To,8.8,17.6
17131,22164,2024-04-07,Low,Bug,1.9,9.9
17132,27329,2022-12-17,Low,Billing,3.5,9.8
17133,11033,2025-08-14,Medium,How To,6.0,32.9
17134,15566,2023-03-02,Low,Bug,1.7,25.0
17135,45746,2025-11-27,Medium,Integrations,15.3,17.6
17136,45615,2025-05-22,Low,How To,9.8,29.9
17137,7957,2025-12-17,Medium,Performance,5.2,15.1
17138,19738,2024-03-27,Low,Performance,3.4,11.4
17139,31718,2025-09-28,High,How To,10.7,15.0
17140,9585,2022-11-05,Low,Bug,3.6,35.0
17141,36721,2024-03-28,Medium,Integrations,10.5,29.9
17142,15920,2025-10-09,Medium,Bug,7.4,19.2
17143,9903,2025-01-03,Medium,Billing,3.3,30.3
17144,12021,2022-12-20,Low,Performance,9.7,28.0
17145,1069,2023-01-09,Low,How To,3.9,10.0
17146,10403,2025-01-28,Medium,Billing,5.8,14.3
17147,48615,2022-03-13,Medium,Bug,0.7,36.4
17148,33746,2025-03-11,Medium,Integrations,4.6,26.6
17149,7681,2025-04-10,Medium,Integrations,2.8,17.4
17150,40178,2023-05-17,Medium,Billing,3.1,14.3
